,waktu,user,text,STOP_REMOVAL,STEMMING,labeling
506,2022-08-12 16:20:18+00:00,silviangrn,thanks god masih dikasih nafas kesehatan dan kebahagiaan dengan orang tersayang 25th ini semoga bisa digunakan,thanks god dikasih nafas kesehatan kebahagiaan orang tersayang 25th semoga,thanks god kasih nafas sehat bahagia orang sayang 25th moga,not bully
507,2022-08-12 16:19:19+00:00,ismalijahiskan,yuk simak channel mmc keyword fenomena abg perokok fenomena citayam fashion week,yuk simak channel mmc keyword fenomena abg perokok fenomena citayam fashion week,yuk simak channel mmc keyword fenomena abg okok fenomena citayam fashion week,not bully
508,2022-08-12 16:18:56+00:00,ismalijahiskan,realita hari ini banyak anak anak abg yang suka sama ngerokok kayak yang kemarin sempat viral fenomena abg usia ,realita anak anak abg suka ngerokok kayak kemarin viral fenomena abg usia ,realita anak anak abg suka ngerokok kayak kemarin viral fenomena abg usia,bully
509,2022-08-12 16:17:24+00:00,kdrama_menfess,kdm big mouth minggir nanti foto tapi minggir dolooo changho citayam,kdm big mouth minggir foto minggir dolooo changho citayam,kdm big mouth minggir foto minggir dolooo changho citayam,bully
510,2022-08-12 15:40:27+00:00,gwencanana,waduh jamet satu enih lagi ultah moga bisa pashun wik citayam sugarpopstarjaeminday,jamet enih ultah moga pashun wik citayam sugarpopstarjaeminday,jamet enih ultah moga pashun wik citayam sugarpopstarjaeminday,bully
511,2022-08-12 15:33:33+00:00,commuterline,selamat malam kak rute tebet citayam terakhir tersedia pkl wib tks,selamat malam kak rute tebet citayam tersedia pkl wib tks,selamat malam kak rute tebet citayam sedia pkl wib tks,not bully
512,2022-08-12 15:29:33+00:00,sitifatimahazz_, sedjak citayam fesyen wik mulai, sedjak citayam fesyen wik,sedjak citayam fesyen wik,not bully
513,2022-08-12 15:20:17+00:00,lipatanpipi,malam min dari tibet menuju citayam keberangkatan terakhir jam berapa ,malam min tibet citayam keberangkatan jam ,malam min tibet citayam berangkat jam,not bully
514,2022-08-12 15:14:25+00:00,syafi_nabila, idn2 fenomena abg perokok aktif citayam fashion week mmc millenials sob apa pendapat kalian kalau melihat anak2 abg lagi , idn2 fenomena abg perokok aktif citayam fashion week mmc millenials sob pendapat anak2 abg ,idn2 fenomena abg okok aktif citayam fashion week mmc millenials sob dapat anak2 abg,not bully
515,2022-08-12 15:10:40+00:00,fauzibijak,ini duri buset playlist nunggu kereta lagu2 nya oke matta band ketahuan satu atau dua pilih aku atau ,duri buset playlist nunggu kereta lagu2 nya oke matta band ketahuan pilih ,duri buset playlist nunggu kereta lagu2 nya oke matta band tahu pilih,not bully
516,2022-08-12 15:01:43+00:00,jnkstills,jihoon sama hyunsuk citayam era,jihoon hyunsuk citayam era,jihoon hyunsuk citayam era,not bully
517,2022-08-12 15:00:40+00:00,halimsuradji, gubernur usul utk membuat event2 seperti citayam fashion itu tapi lokasinya pasar2 sandang , gubernur usul utk event2 citayam fashion lokasinya pasar2 sandang ,gubernur usul utk event2 citayam fashion lokasi pasar2 sandang,not bully
518,2022-08-12 14:53:25+00:00,ilichiltbz,yhhhh nugu group nie bsk konsernya citayam,yhhhh nugu group nie bsk konsernya citayam,yhhhh nugu group nie bsk konser citayam,not bully
519,2022-08-12 14:51:43+00:00,staxrdoust,iyhh emg lucu dia cita2nya jdi citayam engga dong cita2nya mksdku dia mau jadi stendap komedi ,iyhh emg lucu cita2nya jdi citayam engga cita2nya mksdku stendap komedi ,iyhh emg lucu cita2nya jdi citayam engga cita2nya mksdku stendap komedi,bully
520,2022-08-12 14:46:54+00:00,ecclhi,siap mengikuti citayam fashion week,mengikuti citayam fashion week,ikut citayam fashion week,bully
521,2022-08-12 14:45:03+00:00,ilichiltbz,dahlah besok the link indonesia citayam aja,dahlah besok the link indonesia citayam aja,dah besok the link indonesia citayam aja,not bully
522,2022-08-12 14:27:26+00:00,ajhasynta, idn2 fenomena abg perokok aktif citayam fashion week mmc millenials sob apa pendapat kalian kalau melihat anak2 abg lagi , idn2 fenomena abg perokok aktif citayam fashion week mmc millenials sob pendapat anak2 abg ,idn2 fenomena abg okok aktif citayam fashion week mmc millenials sob dapat anak2 abg,bully
523,2022-08-12 14:19:44+00:00,tantiummu,realita hari ini banyak anak anak abg yang suka sama ngerokok kayak yang kemarin sempat viral fenomena abg usia ,realita anak anak abg suka ngerokok kayak kemarin viral fenomena abg usia ,realita anak anak abg suka ngerokok kayak kemarin viral fenomena abg usia,bully
524,2022-08-12 14:17:28+00:00,orizasativa007, tadi malam jam dinihari utan jembatan gantung depok seorang tukang sayur dorong saat ingin belanja pasar , malam jam dinihari utan jembatan gantung depok tukang sayur dorong belanja pasar ,malam jam dinihari utan jembatan gantung depok tukang sayur dorong belanja pasar,not bully
525,2022-08-12 14:14:33+00:00,briannrii,citayam belum pernah,citayam,citayam,not bully
526,2022-08-12 14:12:50+00:00,achsayfulm, sedjak citayam fesyen wik mulai, sedjak citayam fesyen wik,sedjak citayam fesyen wik,not bully
527,2022-08-12 14:12:23+00:00,jisooyavv,citayam hok hok ,citayam hok hok ,citayam hok hok,bully
528,2022-08-12 14:12:19+00:00,muthmai49971227,realita hari ini banyak anak anak abg yang suka sama ngerokok yang kemarin sempat viral fenomena abg usia belia ,realita anak anak abg suka ngerokok kemarin viral fenomena abg usia belia ,realita anak anak abg suka ngerokok kemarin viral fenomena abg usia belia,bully
529,2022-08-12 14:11:59+00:00,meutia77848421,realita hari ini banyak anak anak abg yang suka sama ngerokok yang kemarin sempat viral fenomena abg usia belia ,realita anak anak abg suka ngerokok kemarin viral fenomena abg usia belia ,realita anak anak abg suka ngerokok kemarin viral fenomena abg usia belia,bully
530,2022-08-12 14:05:27+00:00,muthiah_ummu,abg citayam islamkaffah,abg citayam islamkaffah,abg citayam islamkaffah,not bully
531,2022-08-12 14:05:02+00:00,wamartiar,abg citayam islamkaffah,abg citayam islamkaffah,abg citayam islamkaffah,not bully
532,2022-08-12 14:04:35+00:00,milaamartiar,abg citayam islamkaffah,abg citayam islamkaffah,abg citayam islamkaffah,not bully
533,2022-08-12 14:04:13+00:00,fathmustaqiim,abg citayam islamkaffah,abg citayam islamkaffah,abg citayam islamkaffah,not bully
534,2022-08-12 14:03:53+00:00,muthiah17999983,abg citayam islamkaffah,abg citayam islamkaffah,abg citayam islamkaffah,not bully
535,2022-08-12 14:01:11+00:00,ngeritwiittt,makan mie rebus jonggol apa citayam ,makan mie rebus jonggol citayam ,makan mie rebus jonggol citayam,not bully
536,2022-08-12 14:01:10+00:00,itsmeyo98,dada charms muggle studies kalo muggle studies pengen aku kasih tau tentang muggle indonesia mulai,dada charms muggle studies kalo muggle studies pengen kasih tau muggle indonesia,dada charms muggle studies kalo muggle studies ken kasih tau muggle indonesia,not bully
537,2022-08-12 14:00:02+00:00,jisooyavv,citayam digoyang,citayam digoyang,citayam goyang,not bully
538,2022-08-12 13:56:15+00:00,tinisuh61742064, idn2 fenomena abg perokok aktif citayam fashion week mmc millenials sob apa pendapat kalian kalau melihat anak2 abg lagi , idn2 fenomena abg perokok aktif citayam fashion week mmc millenials sob pendapat anak2 abg ,idn2 fenomena abg okok aktif citayam fashion week mmc millenials sob dapat anak2 abg,bully
539,2022-08-12 13:51:23+00:00,lurusdanmeoow,adi ,adi ,adi,not bully
540,2022-08-12 13:39:05+00:00,isoframstt,iyaa kan anak citayam,iyaa anak citayam,iyaa anak citayam,not bully
541,2022-08-12 13:38:35+00:00,zigidotid,sudah jarang terlihat media sosial jeje slebew ternyata buat proyek terkait fenomena citayam fashion week,jarang media sosial jeje slebew proyek terkait fenomena citayam fashion week,jarang media sosial jeje slebew proyek kait fenomena citayam fashion week,not bully
542,2022-08-12 13:32:53+00:00,rayya19azizah,bocara ttg pemuda citayam nih fenomena abg usia belia merokok citayam fashion week area taman stasiun ,bocara ttg pemuda citayam nih fenomena abg usia belia merokok citayam fashion week area taman stasiun ,bocara ttg pemuda citayam nih fenomena abg usia belia rokok citayam fashion week area taman stasiun,bully
543,2022-08-12 13:32:13+00:00,yoeni_14,bicara ttg pemuda citayam nih fenomena abg usia belia merokok citayam fashion week area taman stasiun ,bicara ttg pemuda citayam nih fenomena abg usia belia merokok citayam fashion week area taman stasiun ,bicara ttg pemuda citayam nih fenomena abg usia belia rokok citayam fashion week area taman stasiun,bully
544,2022-08-12 13:32:04+00:00,sirihitam,normal citayam,normal citayam,normal citayam,not bully
545,2022-08-12 13:31:38+00:00,shobrinaz,bicara ttg pemuda citayam nih fenomena abg usia belia merokok citayam fashion week area taman stasiun ,bicara ttg pemuda citayam nih fenomena abg usia belia merokok citayam fashion week area taman stasiun ,bicara ttg pemuda citayam nih fenomena abg usia belia rokok citayam fashion week area taman stasiun,bully
546,2022-08-12 13:31:19+00:00,peachyskylvble, rekomendasi outfit one set rate link rate link , rekomendasi outfit one set rate link rate link ,rekomendasi outfit one set rate link rate link,not bully
547,2022-08-12 13:30:09+00:00,shobrinaz,licara ttg pemuda citayam nih fenomena abg usia belia merokok citayam fashion week area taman stasiun ,licara ttg pemuda citayam nih fenomena abg usia belia merokok citayam fashion week area taman stasiun ,licara ttg pemuda citayam nih fenomena abg usia belia rokok citayam fashion week area taman stasiun,not bully
548,2022-08-12 13:29:25+00:00,ade93aditya,bicara ttg pemuda citayam nih fenomena abg usia belia merokok citayam fashion week area taman stasiun ,bicara ttg pemuda citayam nih fenomena abg usia belia merokok citayam fashion week area taman stasiun ,bicara ttg pemuda citayam nih fenomena abg usia belia rokok citayam fashion week area taman stasiun,not bully
549,2022-08-12 13:27:52+00:00,indihanim,licara ttg pemuda citayam nih fenomena abg usia belia merokok citayam fashion week area taman stasiun ,licara ttg pemuda citayam nih fenomena abg usia belia merokok citayam fashion week area taman stasiun ,licara ttg pemuda citayam nih fenomena abg usia belia rokok citayam fashion week area taman stasiun,not bully
550,2022-08-12 13:24:26+00:00,muhandreardi,adminnya orang citayam kah,adminnya orang citayam kah,adminnya orang citayam kah,not bully
551,2022-08-12 13:24:22+00:00,lilindihatimu,fenomena abg perokok aktif citayam fashion week mmc millenials islamkaffah,fenomena abg perokok aktif citayam fashion week mmc millenials islamkaffah,fenomena abg okok aktif citayam fashion week mmc millenials islamkaffah,bully
552,2022-08-12 13:21:41+00:00,agusmimislow,ada untungnya kasus ini citayam tenggelam,untungnya citayam tenggelam,untung citayam tenggelam,not bully
553,2022-08-12 13:19:07+00:00,nhfaiqah14,sempet viral kan pemuda citayam nah ini ada fenomena sering terjadi dsna video dari mmc millenials,sempet viral pemuda citayam fenomena dsna video mmc millenials,sempet viral pemuda citayam fenomena dsna video mmc millenials,not bully
554,2022-08-12 13:17:51+00:00,embunsenjaaaaa,pemuda citayam dan segala macam fenomena disekelilingnya langsung mmc millenials islamkaffah,pemuda citayam fenomena disekelilingnya langsung mmc millenials islamkaffah,pemuda citayam fenomena keliling langsung mmc millenials islamkaffah,not bully
555,2022-08-12 13:16:54+00:00,nhmell_melll,pemuda citayam apa kabar sekarang video mmc millenials islamkaffah,pemuda citayam kabar video mmc millenials islamkaffah,pemuda citayam kabar video mmc millenials islamkaffah,not bully
556,2022-08-12 13:15:56+00:00,embunsoree,pemuda citayam dan keadaan disekitarnya mmc millenials langsung islamkaffah,pemuda citayam disekitarnya mmc millenials langsung islamkaffah,pemuda citayam sekitar mmc millenials langsung islamkaffah,not bully
557,2022-08-12 13:15:01+00:00,haicameliya,sempet rame kan citayam fashion week lah yang paling mirisnya keadaan pemuda nya itulah loh miris bgt keadaan pemu,sempet rame citayam fashion week mirisnya pemuda nya loh miris bgt pemu,sempet rame citayam fashion week miris pemuda nya loh miris bgt mu,not bully
558,2022-08-12 13:14:20+00:00,helloshitx, betul juga kemana suara dpr selama sebulan kasus sambo ini waktu rendang babi aja kan banyak banget cari panggung wak, kemana suara dpr sebulan sambo rendang babi aja banget cari panggung wak,mana suara dpr bulan sambo rendang babi aja banget cari panggung wak,not bully
559,2022-08-12 13:07:50+00:00,novaladitiara93,maksunya kan depok ada citayam gitu2 ndis haha,maksunya depok citayam gitu2 ndis haha,maksunya depok citayam gitu2 ndis haha,not bully
560,2022-08-12 13:00:45+00:00,ummuumar06, idn2 fenomena abg perokok aktif citayam fashion week mmc millenials sob apa pendapat kalian kalau melihat anak2 abg lagi , idn2 fenomena abg perokok aktif citayam fashion week mmc millenials sob pendapat anak2 abg ,idn2 fenomena abg okok aktif citayam fashion week mmc millenials sob dapat anak2 abg,bully
561,2022-08-12 12:55:25+00:00,lisalalisha,page vishaaa indonesia citayam,page vishaaa indonesia citayam,page vishaaa indonesia citayam,not bully
562,2022-08-12 12:39:42+00:00,putra_pandhita,waah ivankov lagi citayam,waah ivankov citayam,waah ivankov citayam,not bully
563,2022-08-12 12:39:22+00:00,azizasydew, keren juga nih grup band merilis lagu local pride karena terinspirasi dari fenomena citayam fashion week kem, keren nih grup band merilis lagu local pride terinspirasi fenomena citayam fashion week kem,keren nih grup band rilis lagu local pride inspirasi fenomena citayam fashion week kem,not bully
564,2022-08-12 12:36:01+00:00,_febrianadi, mereka anak anak remaja ini mengguncang citra kawasan selatan jakarta yang selama ini dikenal sebagai pusat budaya popul, anak anak remaja mengguncang citra kawasan selatan jakarta dikenal pusat budaya popul,anak anak remaja guncang citra kawasan selatan jakarta kenal pusat budaya popul,not bully
565,2022-08-12 12:28:00+00:00,seathernyw,fenomena pemuda perokok aktif citayam fashion week simak selengkapnya mmc millenials islamkaffah,fenomena pemuda perokok aktif citayam fashion week simak selengkapnya mmc millenials islamkaffah,fenomena pemuda okok aktif citayam fashion week simak lengkap mmc millenials islamkaffah,bully
566,2022-08-12 12:21:34+00:00,nasrieaep, eksis ala ala citayam fashion week ramaikan retweet , eksis ala ala citayam fashion week ramaikan retweet ,eks ala ala citayam fashion week ramai retweet,not bully
567,2022-08-12 12:20:06+00:00,nyari_receh, mood rekomendasi cardigan ideas tag keisya mark lee sunghoon cameo bunda maria citayam fashion week din, mood rekomendasi cardigan ideas tag keisya mark lee sunghoon cameo bunda maria citayam fashion week din,mood rekomendasi cardigan ideas tag isya mark lee sunghoon cameo bunda maria citayam fashion week din,not bully
568,2022-08-12 12:19:03+00:00,annisaft, hampir kejeledag underpass citayam licin bgt anjj, kejeledag underpass citayam licin bgt anjj,kejeledag underpass citayam licin bgt anjj,bully
569,2022-08-12 12:14:03+00:00,jodi_wirawan, fenomena cfw pada dasarnya menunjukkan dua hal utama terkait realitas perkembangan perkotaan jakarta ketimpangan, fenomena cfw dasarnya utama terkait realitas perkembangan perkotaan jakarta ketimpangan,fenomena cfw dasar utama kait realitas kembang kota jakarta timpang,not bully
570,2022-08-12 12:08:30+00:00,dienursasti, fenomena cfw pada dasarnya menunjukkan dua hal utama terkait realitas perkembangan perkotaan jakarta ketimpangan, fenomena cfw dasarnya utama terkait realitas perkembangan perkotaan jakarta ketimpangan,fenomena cfw dasar utama kait realitas kembang kota jakarta timpang,not bully
571,2022-08-12 12:04:46+00:00,shakila9988,mmc millenials ngebahas pemuda citayam dalam prespektif islamnya looo islamkaffah,mmc millenials ngebahas pemuda citayam prespektif islamnya looo islamkaffah,mmc millenials ngebahas pemuda citayam prespektif islam looo islamkaffah,not bully
572,2022-08-12 12:01:42+00:00,salsabila2288,mmc millenials ngebahas pemuda citayam kira kira gimana islamkaffah,mmc millenials ngebahas pemuda citayam gimana islamkaffah,mmc millenials ngebahas pemuda citayam gimana islamkaffah,not bully
573,2022-08-12 12:00:02+00:00,celebdotid,infografis kurma citayam soroti sikap jeje slebew marah marah diminta foto belum jadi artis begitu,infografis kurma citayam soroti sikap jeje slebew marah marah foto artis,infografis kurma citayam sorot sikap jeje slebew marah marah foto artis,not bully
574,2022-08-12 11:57:07+00:00,ummukaaffah, viral pemuda citayam fashion week merokok area taman stasiun mrt dukuh atas tonton videonya mmc millenials , viral pemuda citayam fashion week merokok area taman stasiun mrt dukuh tonton videonya mmc millenials ,viral pemuda citayam fashion week rokok area taman stasiun mrt dukuh tonton video mmc millenials,not bully
575,2022-08-12 11:56:33+00:00,mutmutiaraw, betul juga kemana suara dpr selama sebulan kasus sambo ini waktu rendang babi aja kan banyak banget cari panggung wak, kemana suara dpr sebulan sambo rendang babi aja banget cari panggung wak,mana suara dpr bulan sambo rendang babi aja banget cari panggung wak,not bully
576,2022-08-12 11:54:35+00:00,siscafajarriana,fenomena abg perokok aktif citayam fashion week mmc millenials sob apa pendapat kalian,fenomena abg perokok aktif citayam fashion week mmc millenials sob pendapat,fenomena abg okok aktif citayam fashion week mmc millenials sob dapat,bully
577,2022-08-12 11:53:27+00:00,safina2288, mau ketinggalan mmc millenials ngebahas pemuda citayam looo islamkaffah, ketinggalan mmc millenials ngebahas pemuda citayam looo islamkaffah,tinggal mmc millenials ngebahas pemuda citayam looo islamkaffah,not bully
578,2022-08-12 11:53:17+00:00,tuti71372192, idn2 fenomena abg perokok aktif citayam fashion week mmc millenials sob apa pendapat kalian kalau melihat anak2 abg lagi , idn2 fenomena abg perokok aktif citayam fashion week mmc millenials sob pendapat anak2 abg ,idn2 fenomena abg okok aktif citayam fashion week mmc millenials sob dapat anak2 abg,bully
579,2022-08-12 11:52:30+00:00,shaki9988,mmc millenials buat konten pemuda citayam yang lagi viral kuy klik link nya islamkaffah,mmc millenials konten pemuda citayam viral kuy klik link nya islamkaffah,mmc millenials konten pemuda citayam viral kuy klik link nya islamkaffah,not bully
580,2022-08-12 11:52:13+00:00,monday_is_mood, mood rekomendasi vest sebagai outer under 100k tag ivan gunawan eric citayam fashion week umur upd, mood rekomendasi vest outer under 100k tag ivan gunawan eric citayam fashion week umur upd,mood rekomendasi vest outer under 100k tag ivan gunawan eric citayam fashion week umur upd,not bully
581,2022-08-12 11:52:08+00:00,monday_is_mood, mood rekomendasi cardigan ideas tag keisya mark lee sunghoon cameo bunda maria citayam fashion week din, mood rekomendasi cardigan ideas tag keisya mark lee sunghoon cameo bunda maria citayam fashion week din,mood rekomendasi cardigan ideas tag isya mark lee sunghoon cameo bunda maria citayam fashion week din,not bully
582,2022-08-12 11:50:56+00:00,syifa31928894,mmc millenials ngebahas pemuda citayam nih yuk kita tonton islamkaffah,mmc millenials ngebahas pemuda citayam nih yuk tonton islamkaffah,mmc millenials ngebahas pemuda citayam nih yuk tonton islamkaffah,not bully
583,2022-08-12 11:50:25+00:00,cirengci,fenomena abg perokok aktif citayam fashion week mmc millenials yuk simak youtube mmc,fenomena abg perokok aktif citayam fashion week mmc millenials yuk simak youtube mmc,fenomena abg okok aktif citayam fashion week mmc millenials yuk simak youtube mmc,bully
584,2022-08-12 11:43:31+00:00,ciciti5758,perokok biasanya bapak bapak sob bahkan sekarang sampai remaja loh seperti kemarin fakta pemuda citayam menur,perokok sob remaja loh kemarin fakta pemuda citayam menur,okok sob remaja loh kemarin fakta pemuda citayam menur,bully
585,2022-08-12 11:39:05+00:00,sushiaftergym,citayam fashion week tapi selesainya berbulan bulan,citayam fashion week selesainya berbulan,citayam fashion week selesai bulan,bully
586,2022-08-12 11:37:11+00:00,dildilah5758,sob kalau dulu lihat perokok biasanya bapak bapak sekarang segmennya bahkan sampai remaja seperti kemarin fakt,sob lihat perokok segmennya remaja kemarin fakt,sob lihat okok segmen remaja kemarin fakt,bully
587,2022-08-12 11:34:54+00:00,himasosunej22,diskusi forum sosiologi halo warga sosiologi pada kesempatan kali ini kami dari pengurus himasos fisip unej,diskusi forum sosiologi halo warga sosiologi kesempatan kali pengurus himasos fisip unej,diskusi forum sosiologi halo warga sosiologi sempat kali urus himasos fisip unej,not bully
588,2022-08-12 11:33:38+00:00,fificha36098279,ini nih yang kemarin sempat viral fenomena abg usia belia merokok citayam fashion week mmc millennials,nih kemarin viral fenomena abg usia belia merokok citayam fashion week mmc millennials,nih kemarin viral fenomena abg usia belia rokok citayam fashion week mmc millennials,bully
589,2022-08-12 11:32:45+00:00,nearrell,iecierc bang karel citayam coba,iecierc bang karel citayam coba,iecierc bang karel citayam coba,not bully
590,2022-08-12 11:31:57+00:00,fifichan051,yah secara norma sekarang emang gak etis kalau perokok aktif itu anak anak gak sob simak mmc millennials,yah norma emang gak etis perokok aktif anak anak gak sob simak mmc millennials,yah norma emang gak etis okok aktif anak anak gak sob simak mmc millennials,bully
591,2022-08-12 11:28:55+00:00,aniee043,fenomena abg perokok aktif citayam fashion week mmc millenials widiw kelihatannya keren tapi bagaimana,fenomena abg perokok aktif citayam fashion week mmc millenials widiw keren,fenomena abg okok aktif citayam fashion week mmc millenials widiw keren,bully
592,2022-08-12 11:27:49+00:00,niyahni6,fenomena abg perokok aktif citayam fashion week mmc millenials realitanya banyak kok anak anak abg yang suka,fenomena abg perokok aktif citayam fashion week mmc millenials realitanya anak anak abg suka,fenomena abg okok aktif citayam fashion week mmc millenials realitanya anak anak abg suka,bully
593,2022-08-12 11:26:36+00:00,niacomel12,fenomena abg perokok aktif citayam fashion week mmc millenials cuma norma itu keknya gak berguna deh realita,fenomena abg perokok aktif citayam fashion week mmc millenials norma keknya gak berguna deh realita,fenomena abg okok aktif citayam fashion week mmc millenials norma kek gak guna deh realita,bully
594,2022-08-12 11:26:20+00:00,commuterline,selamat sore kak citayam jakarta kota tersedia pkl wib info jadwal ,selamat sore kak citayam jakarta kota tersedia pkl wib info jadwal ,selamat sore kak citayam jakarta kota sedia pkl wib info jadwal,not bully
595,2022-08-12 11:25:30+00:00,bangucup88news, terlambat citayam, terlambat citayam,lambat citayam,not bully
596,2022-08-12 11:25:21+00:00,mbaknoor,fenomena abg perokok aktif citayam fashion week mmc millenials yah secara norma sekarang emang gak etis kal,fenomena abg perokok aktif citayam fashion week mmc millenials yah norma emang gak etis kal,fenomena abg okok aktif citayam fashion week mmc millenials yah norma emang gak etis kal,bully
597,2022-08-12 11:24:00+00:00,noraniyah5,fenomena abg perokok aktif citayam fashion week mmc millenials sob apa pendapat kalian kalau melihat anak ,fenomena abg perokok aktif citayam fashion week mmc millenials sob pendapat anak ,fenomena abg okok aktif citayam fashion week mmc millenials sob dapat anak,bully
598,2022-08-12 11:21:22+00:00,_sooony,tolong sing ndek citayam mending geluto koyok ngene,tolong sing ndek citayam mending geluto koyok ngene,tolong sing ndek citayam mending geluto koyok ngene,bully
599,2022-08-12 11:20:11+00:00,pophariini,mereka anak anak remaja ini mengguncang citra kawasan selatan jakarta yang selama ini dikenal sebagai pusat buda,anak anak remaja mengguncang citra kawasan selatan jakarta dikenal pusat buda,anak anak remaja guncang citra kawasan selatan jakarta kenal pusat buda,not bully
600,2022-08-12 11:12:59+00:00,0hgituya, diajakin ketemu bonge sama jamet citayam fashion week, diajakin ketemu bonge jamet citayam fashion week,diajakin ketemu bonge jamet citayam fashion week,not bully
601,2022-08-12 11:12:25+00:00,nomieindomi,diajakin ketemu bonge sama jamet citayam fashion week,diajakin ketemu bonge jamet citayam fashion week,diajakin ketemu bonge jamet citayam fashion week,not bully
602,2022-08-12 11:06:53+00:00,diy28, soal inovasi kita masih amat jauh dari vietnam thailand apalagi malaysia dan singapore bayangkan innovasi soal berle, inovasi vietnam thailand malaysia singapore bayangkan innovasi berle,inovasi vietnam thailand malaysia singapore bayang innovasi berle,not bully
603,2022-08-12 11:05:23+00:00,vue_de_moi,mau mamam malem hongdae ayo anak hongdae merapat kita buat citayam fashion week cabang hongdae,mamam malem hongdae ayo anak hongdae merapat citayam fashion week cabang hongdae,mamam malem hongdae ayo anak hongdae rapat citayam fashion week cabang hongdae,not bully
604,2022-08-12 11:04:51+00:00,dimaspratamaa14,min kereta paling pagi dari citayam jakarta kota ada jam berapa aja,min kereta pagi citayam jakarta kota jam aja,min kereta pagi citayam jakarta kota jam aja,not bully
605,2022-08-12 11:00:44+00:00,okijogjezz, banyak dari kita sudah kenal dengan citayam fashion week banyak orang terkenal ikut nebeng dan sekarang malah mengusik kebe, kenal citayam fashion week orang terkenal nebeng mengusik kebe,kenal citayam fashion week orang kenal nebeng usik kebe,not bully
606,2022-08-12 10:59:59+00:00,wtihae,mmc millenials pemuda citayam meski tahu berbahaya masih saja ada yang mengonsumsi rokok kapitalis mendewakan ,mmc millenials pemuda citayam berbahaya mengonsumsi rokok kapitalis mendewakan ,mmc millenials pemuda citayam bahaya konsumsi rokok kapitalis dewa,bully
607,2022-08-12 10:59:48+00:00,megladiolaaa,fenomena abg perokok aktif citayam fashion week mmc millenials jangan lupa share seluas luasnya yaa,fenomena abg perokok aktif citayam fashion week mmc millenials lupa share seluas luasnya yaa,fenomena abg okok aktif citayam fashion week mmc millenials lupa share luas luas yaa,bully
608,2022-08-12 10:58:06+00:00,kirblo_k,mmc millenials pemuda citayam meskipun bungkus rokok ada peringatan dapat menyebabkan kanker serangan jantung,mmc millenials pemuda citayam bungkus rokok peringatan menyebabkan kanker serangan jantung,mmc millenials pemuda citayam bungkus rokok ingat sebab kanker serang jantung,bully
609,2022-08-12 10:57:01+00:00,dolunaylady, buntelan emang bilang lakinya orang citayam bogor bener sih kayaknya kwkw, buntelan emang bilang lakinya orang citayam bogor bener sih kayaknya kwkw,buntel emang bilang laki orang citayam bogor bener sih kayak kwkw,not bully
610,2022-08-12 10:56:10+00:00,mahmunyasa7sli,mmc millenials pemuda citayam nikotin dalam rokok dapat merangsang otak melepas hormon dopamin atau zat kimia yan,mmc millenials pemuda citayam nikotin rokok merangsang otak melepas hormon dopamin zat kimia yan,mmc millenials pemuda citayam nikotin rokok rangsang otak lepas hormon dopamin zat kimia yan,bully
611,2022-08-12 10:55:40+00:00,gxxdkid_,jujurly melihat pemuda citayam anak2 abg citayam tuh miriss potensi mereka sebagai pemuda benar2 dibajak sistem ,jujurly pemuda citayam anak2 abg citayam tuh miriss potensi pemuda benar2 dibajak sistem ,jujurly pemuda citayam anak2 abg citayam tuh miriss potensi pemuda benar2 bajak sistem,bully
612,2022-08-12 10:55:05+00:00,sizhamankahs,mmc millenials pemuda citayam kapitalisme ada benda berbahaya tetap diproduksi didistribusi dan dikonsumsi asal,mmc millenials pemuda citayam kapitalisme benda berbahaya diproduksi didistribusi dikonsumsi,mmc millenials pemuda citayam kapitalisme benda bahaya produksi distribusi konsumsi,bully
613,2022-08-12 10:53:37+00:00,hamumza,mmc millenials pemuda citayam padahal laman kementrian kesehatan sebatang rokok mengandung 4000 jenis senyawa ,mmc millenials pemuda citayam laman kementrian kesehatan sebatang rokok mengandung 4000 jenis senyawa ,mmc millenials pemuda citayam laman tri sehat batang rokok kandung 4000 jenis senyawa,bully
614,2022-08-12 10:53:32+00:00,nibras03051915,pemuda citayam perokok klo sekuler mah suka2 gue mmc millenials islamkaffah,pemuda citayam perokok klo sekuler mah suka2 gue mmc millenials islamkaffah,pemuda citayam okok klo sekuler mah suka2 gue mmc millenials islamkaffah,bully
615,2022-08-12 10:52:37+00:00,ani_0660,fakta bahwa hari ini banyak pemuda yang merokok misalnya saja pemuda abg citayam bahkan ada yang jadi perokok akt,fakta pemuda merokok pemuda abg citayam perokok akt,fakta pemuda rokok pemuda abg citayam okok akt,bully
616,2022-08-12 10:52:14+00:00,bualfadna,mmc millenials pemuda citayam terlihat abg usia belia merokok citayam fashion week area parkir dukuh atas,mmc millenials pemuda citayam abg usia belia merokok citayam fashion week area parkir dukuh,mmc millenials pemuda citayam abg usia belia rokok citayam fashion week area parkir dukuh,bully
617,2022-08-12 10:52:06+00:00,nadhifahnibras,pemuda citayam perokok aktif gak peduli lagu kesehatan mereka bagi sekuler penting happi mmc millenials,pemuda citayam perokok aktif gak peduli lagu kesehatan sekuler happi mmc millenials,pemuda citayam okok aktif gak peduli lagu sehat sekuler happi mmc millenials,bully
